1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1179.0,181.0,1179.0,181.0,1179.0,181.0,1247.2744140625,265.9558410644531,1179.0,181.0,1243.35400390625,280.8078918457031,1267.9798583984375,280.2498474121094,1233.806640625,300.3160705566406,1279.502685546875,300.8294982910156,1223.97119140625,313.52130126953125,1289.1270751953125,311.75958251953125,1248.180419921875,322.6904296875,1264.86669921875,322.54498291015625,1243.6754150390625,353.46307373046875,1269.765380859375,353.06463623046875,1237.3109130859375,386.66021728515625,1267.1632080078125,383.686767578125
1179.0,182.0,1179.0,182.0,1179.0,182.0,1256.449951171875,266.97296142578125,1267.939453125,265.808349609375,1253.316650390625,282.50927734375,1276.25537109375,280.85125732421875,1242.18701171875,302.69635009765625,1287.5155029296875,301.97021484375,1235.082763671875,314.24151611328125,1299.6529541015625,312.3303527832031,1259.73974609375,325.6693115234375,1275.022705078125,325.064208984375,1256.5430908203125,355.8074951171875,1279.253662109375,354.81573486328125,1251.3116455078125,387.14801025390625,1276.963134765625,384.6160888671875
1189.0,187.0,1189.0,187.0,1189.0,187.0,1261.331787109375,268.54547119140625,1273.0721435546875,267.7950439453125,1255.8564453125,284.12774658203125,1279.7999267578125,283.0340881347656,1245.769287109375,304.3957214355469,1292.7432861328125,302.5355224609375,1237.6998291015625,317.2618408203125,1305.09912109375,312.49737548828125,1262.50634765625,326.3485107421875,1278.6683349609375,326.49407958984375,1259.124755859375,355.4564208984375,1285.62109375,355.45318603515625,1253.647705078125,387.3140869140625,1284.5172119140625,386.2982482910156
1191.0,185.0,1191.0,185.0,1191.0,185.0,1263.475830078125,272.3996276855469,1276.068115234375,271.554443359375,1258.401611328125,287.4693298339844,1282.7589111328125,286.1121520996094,1249.8992919921875,306.69671630859375,1296.7625732421875,303.4056091308594,1241.217041015625,320.61016845703125,1308.7489013671875,312.8198547363281,1266.0845947265625,328.6693115234375,1282.4183349609375,328.7880554199219,1263.999267578125,357.390869140625,1289.8602294921875,357.31805419921875,1260.90625,389.3021240234375,1290.9827880859375,387.93719482421875
1195.0,187.0,1195.0,187.0,1195.0,187.0,1195.0,187.0,1275.688720703125,275.7222900390625,1260.6572265625,291.9693603515625,1282.9986572265625,290.4898986816406,1251.22265625,312.86627197265625,1298.027587890625,308.9736328125,1245.69970703125,326.048828125,1307.680419921875,318.27020263671875,1268.960693359375,335.002197265625,1283.92529296875,335.08343505859375,1268.5042724609375,363.6184997558594,1292.6121826171875,363.642578125,1265.726318359375,395.91302490234375,1293.438232421875,396.4058837890625
1198.0,191.0,1198.0,191.0,1198.0,191.0,1266.9599609375,282.2950744628906,1278.5311279296875,281.7013854980469,1262.6728515625,297.9553527832031,1285.7071533203125,297.05206298828125,1254.2205810546875,319.2875061035156,1301.1541748046875,316.20538330078125,1247.5179443359375,333.064453125,1312.5518798828125,324.53973388671875,1273.524658203125,340.57086181640625,1288.8507080078125,341.1779479980469,1273.5379638671875,370.22637939453125,1296.6903076171875,370.7617492675781,1271.7005615234375,404.413330078125,1298.1395263671875,404.21044921875
1201.0,196.0,1201.0,196.0,1201.0,196.0,1266.484375,287.65203857421875,1277.666748046875,287.3206787109375,1263.439697265625,305.6304931640625,1286.6739501953125,304.5889892578125,1254.78369140625,327.3570556640625,1303.259765625,322.95355224609375,1249.946044921875,340.1932678222656,1316.0198974609375,327.82354736328125,1276.820068359375,349.900390625,1292.428466796875,350.4806213378906,1276.85888671875,377.2403564453125,1301.5966796875,377.783447265625,1276.0572509765625,410.56695556640625,1305.57763671875,410.70745849609375
1203.0,202.0,1203.0,202.0,1203.0,202.0,1267.1766357421875,297.22393798828125,1278.2734375,296.2605285644531,1264.4580078125,312.80755615234375,1286.134521484375,309.92950439453125,1255.4696044921875,333.0107727050781,1300.5665283203125,325.909912109375,1249.87255859375,344.6603698730469,1313.5760498046875,331.6708068847656,1275.7791748046875,354.2564697265625,1290.3348388671875,354.0285339355469,1277.4593505859375,380.86572265625,1301.0179443359375,380.3707275390625,1276.9981689453125,414.87005615234375,1305.9412841796875,414.62164306640625
1202.0,221.0,1202.0,221.0,1202.0,221.0,1264.917236328125,297.5433044433594,1275.9798583984375,295.9775085449219,1260.08447265625,314.41778564453125,1285.0009765625,309.89654541015625,1252.3721923828125,336.005615234375,1303.80859375,324.05322265625,1248.5194091796875,344.994140625,1314.614990234375,328.9525146484375,1273.880126953125,356.19073486328125,1290.5859375,355.7636413574219,1277.704345703125,383.9691162109375,1304.155517578125,382.44927978515625,1278.76171875,416.2518615722656,1310.1363525390625,414.62506103515625
1200.0,217.0,1200.0,217.0,1200.0,217.0,1264.0419921875,295.3767395019531,1276.2969970703125,293.6647644042969,1257.07763671875,314.05401611328125,1284.127685546875,310.1053466796875,1251.174560546875,338.001220703125,1300.283447265625,327.2978515625,1245.7762451171875,347.45684814453125,1310.2122802734375,333.98175048828125,1270.2548828125,355.2300109863281,1288.0313720703125,355.3211669921875,1277.8289794921875,383.4136962890625,1302.2982177734375,381.8543701171875,1280.60791015625,416.88861083984375,1305.8775634765625,413.26116943359375
